age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status
30,Male,52.503,69.744,69.912,Others,87.432,66.923,58.634,60.681,2,No,2,Willing,Relevant,6.559,4.579,Tier 1,Matched,Medium,Required,15,No,0,Not Willing,Placed
30,Female,72.3,65.001,69.389,Others,75.037,49.167,62.458,77.886,0,No,1,Willing,Not Relevant,6.557,10.896,Tier 2,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
25,Female,84.551,86.357,77.854,Electronics,72.118,74.494,54.558,67.904,3,No,1,Willing,Relevant,6.914,8.076,Tier 2,Matched,High,Not Required,90,No,0,Willing,Placed
34,Female,61.569,72.827,77.555,Electronics,53.776,77.256,65.033,79.97,2,No,0,Not Willing,Not Relevant,2.623,7.004,Tier 3,Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
31,Male,70.003,81.813,69.24,Computer Science,49.584,86.669,55.558,84.092,0,Yes,1,Willing,Relevant,4.442,5.824,Tier 1,Matched,Medium,Not Required,0,No,12,Willing,Not Placed
29,Male,69.64,77.039,76.335,Computer Science,84.545,56.896,85.242,62.655,1,Yes,0,Willing,Not Relevant,4.501,3.322,Tier 2,Matched,Medium,Required,30,No,3,Willing,Placed
24,Male,54.785,83.996,66.519,Others,80.549,75.825,73.246,57.656,1,Yes,1,Willing,Relevant,5.57,7.082,Tier 2,Matched,Low,Required,90,No,3,Not Willing,Placed
21,Female,70.65,79.253,75.618,Others,62.977,68.724,57.951,75.424,2,Yes,0,Not Willing,Relevant,1.0,3.0,Tier 2,Matched,Medium,Required,15,No,3,Willing,Placed
31,Female,60.96,77.656,77.986,Information Technology,61.446,76.884,45.0,79.963,1,No,3,Not Willing,Relevant,6.283,3.182,Tier 3,Not Matched,Medium,Not Required,0,No,0,Willing,Not Placed
29,Female,73.72,63.907,74.241,Others,49.447,53.375,66.848,65.754,0,Yes,4,Not Willing,Not Relevant,3.602,12.55,Tier 3,Not Matched,Low,Required,0,No,6,Willing,Not Placed
25,Male,59.302,82.828,79.184,Electronics,71.127,53.674,69.711,70.993,3,Yes,3,Not Willing,Relevant,7.899,10.371,Tier 2,Matched,Medium,Not Required,20,No,3,Not Willing,Placed
30,Female,87.549,88.444,87.002,Others,92.463,68.547,67.505,71.032,3,Yes,4,Willing,Not Relevant,1.0,9.137,Tier 2,Matched,High,Not Required,30,Yes,0,Willing,Placed
33,Male,65.535,84.386,70.729,Computer Science,71.672,72.803,71.249,62.128,1,Yes,0,Not Willing,Relevant,3.44,5.249,Tier 2,Matched,Low,Required,30,No,3,Willing,Not Placed
32,Male,78.549,72.237,73.21,Others,63.038,71.837,81.662,73.867,0,Yes,0,Not Willing,Relevant,6.684,10.562,Tier 2,Not Matched,Medium,Required,0,No,6,Willing,Not Placed
33,Male,78.123,64.196,63.991,Computer Science,50.591,70.707,67.73,90.709,1,No,5,Not Willing,Relevant,3.843,5.309,Tier 3,Matched,Low,Not Required,30,No,0,Willing,Not Placed
31,Male,50.0,74.431,85.265,Computer Science,64.063,75.556,61.654,56.474,3,No,3,Not Willing,Not Relevant,6.308,9.402,Tier 3,Matched,Medium,Not Required,90,No,6,Not Willing,Not Placed
27,Male,80.029,73.929,79.535,Mechanical,62.614,71.951,68.64,65.666,1,Yes,1,Not Willing,Not Relevant,7.893,7.959,Tier 1,Matched,High,Required,0,No,0,Not Willing,Not Placed
23,Female,65.645,79.528,73.373,Electronics,57.438,56.138,69.878,82.826,0,No,4,Not Willing,Not Relevant,6.174,5.923,Tier 1,Matched,Medium,Not Required,15,No,6,Not Willing,Not Placed
24,Female,75.988,56.648,66.541,Computer Science,64.7,83.554,60.781,90.226,0,Yes,2,Not Willing,Relevant,8.236,7.34,Tier 2,Not Matched,Low,Required,15,Yes,0,Willing,Placed
32,Male,85.129,65.535,77.079,Electronics,67.053,67.896,72.651,75.423,0,Yes,0,Willing,Relevant,4.225,12.712,Tier 3,Matched,Low,Required,0,No,0,Willing,Not Placed
30,Female,81.022,82.43,56.224,Others,85.043,55.987,45.25,74.484,3,Yes,4,Not Willing,Relevant,5.29,14.056,Tier 3,Matched,Medium,Required,0,No,6,Not Willing,Placed
29,Male,70.003,56.325,78.621,Mechanical,66.483,73.894,76.508,62.487,2,Yes,2,Not Willing,Relevant,3.113,4.91,Tier 2,Matched,Low,Not Required,30,No,0,Not Willing,Placed
30,Male,59.258,72.061,74.721,Electronics,81.702,76.276,54.126,74.001,2,No,0,Not Willing,Not Relevant,3.097,5.194,Tier 1,Matched,Medium,Not Required,15,No,12,Not Willing,Not Placed
33,Female,74.182,76.911,65.014,Others,70.707,58.013,76.213,79.075,1,Yes,2,Not Willing,Relevant,5.172,11.783,Tier 1,Matched,Medium,Not Required,30,No,3,Not Willing,Placed
21,Male,61.719,76.261,78.012,Computer Science,58.675,54.506,57.951,65.979,0,Yes,1,Not Willing,Not Relevant,3.16,3.689,Tier 2,Matched,Low,Not Required,0,No,3,Willing,Not Placed
32,Female,67.864,78.386,85.103,Others,44.158,65.723,59.983,65.316,2,Yes,1,Willing,Relevant,2.952,6.054,Tier 3,Matched,Medium,Required,30,No,0,Willing,Not Placed
31,Male,67.43,64.184,74.748,Others,67.792,52.774,66.481,66.199,2,Yes,0,Not Willing,Relevant,2.937,8.567,Tier 1,Matched,Low,Required,15,No,0,Willing,Not Placed
25,Female,73.391,77.87,60.031,Mechanical,65.932,58.898,63.673,90.952,1,No,2,Not Willing,Relevant,2.022,12.977,Tier 2,Not Matched,Medium,Not Required,30,No,12,Not Willing,Not Placed
28,Male,65.35,74.149,60.468,Computer Science,40.0,69.898,63.653,72.019,1,Yes,0,Not Willing,Not Relevant,1.525,3.654,Tier 3,Matched,Low,Not Required,0,No,6,Willing,Not Placed
30,Male,71.044,73.903,81.329,Electronics,43.221,50.681,69.566,68.475,2,No,1,Not Willing,Relevant,4.46,10.069,Tier 3,Matched,Low,Required,30,No,3,Willing,Not Placed
27,Female,75.421,76.588,75.224,Computer Science,58.893,63.437,72.471,73.894,0,No,3,Willing,Not Relevant,6.443,11.522,Tier 1,Matched,High,Required,30,No,0,Willing,Not Placed
34,Male,67.499,81.621,70.516,Others,70.274,54.865,61.653,80.15,3,No,2,Not Willing,Not Relevant,4.642,14.426,Tier 3,Matched,Medium,Required,0,No,0,Willing,Not Placed
34,Male,53.38,75.954,63.789,Mechanical,76.544,58.289,69.341,73.778,5,Yes,1,Not Willing,Not Relevant,4.663,6.544,Tier 1,Matched,High,Required,0,No,18,Willing,Not Placed
24,Female,78.323,79.464,77.055,Computer Science,87.395,45.023,69.949,62.002,3,No,2,Willing,Relevant,9.096,6.589,Tier 1,Not Matched,High,Not Required,30,No,3,Willing,Placed
27,Female,70.003,69.743,75.972,Information Technology,73.24,54.282,49.947,77.779,0,No,1,Not Willing,Not Relevant,5.36,13.603,Tier 1,Matched,Medium,Required,15,No,0,Willing,Not Placed
21,Female,67.84,79.276,73.814,Computer Science,69.346,72.153,75.999,45.0,0,Yes,2,Not Willing,Relevant,5.726,10.025,Tier 3,Matched,High,Not Required,30,No,0,Willing,Not Placed
26,Male,70.109,70.694,60.642,Mechanical,65.223,58.981,60.319,71.965,1,No,1,Not Willing,Relevant,9.209,10.666,Tier 2,Matched,Low,Not Required,90,No,0,Willing,Not Placed
29,Male,78.782,74.181,80.953,Others,76.462,77.666,48.959,73.48,0,No,1,Willing,Not Relevant,2.109,9.264,Tier 1,Matched,Medium,Required,15,No,6,Willing,Not Placed
23,Female,67.317,65.71,74.402,Mechanical,70.415,55.776,67.808,81.859,0,Yes,3,Not Willing,Relevant,4.007,8.614,Tier 2,Matched,Low,Not Required,15,No,3,Willing,Placed
24,Male,59.666,78.818,90.74,Computer Science,68.921,61.743,87.279,74.245,4,No,2,Willing,Relevant,2.045,5.365,Tier 2,Matched,Low,Not Required,60,No,0,Willing,Placed
28,Female,64.61,72.035,81.782,Computer Science,74.317,66.721,74.048,84.186,0,Yes,2,Willing,Relevant,6.919,8.642,Tier 3,Matched,Medium,Required,0,No,0,Willing,Placed
32,Female,70.003,72.333,71.318,Mechanical,84.769,49.527,45.0,74.381,0,No,1,Not Willing,Not Relevant,3.909,5.691,Tier 2,Matched,Low,Required,30,No,0,Not Willing,Not Placed
25,Male,71.633,61.092,78.168,Others,82.762,65.048,62.41,90.336,3,No,2,Not Willing,Not Relevant,6.372,9.439,Tier 2,Not Matched,Low,Not Required,90,No,3,Willing,Not Placed
25,Male,57.581,75.075,76.392,Computer Science,79.651,51.461,69.663,62.267,0,No,0,Not Willing,Relevant,2.356,5.456,Tier 2,Matched,Medium,Not Required,0,Yes,3,Willing,Not Placed
21,Male,83.209,68.605,80.972,Electronics,69.843,71.42,67.326,66.336,1,No,0,Not Willing,Relevant,2.191,12.677,Tier 2,Matched,High,Not Required,30,No,0,Not Willing,Not Placed
26,Female,93.093,67.541,66.591,Electronics,67.569,62.599,55.287,83.798,4,Yes,2,Not Willing,Not Relevant,5.232,4.988,Tier 1,Matched,Low,Not Required,15,No,0,Willing,Placed
34,Male,83.232,62.42,72.412,Computer Science,68.546,58.297,62.678,58.409,0,No,0,Not Willing,Relevant,4.076,7.839,Tier 2,Not Matched,Medium,Required,30,No,0,Not Willing,Not Placed
22,Male,73.121,72.929,78.943,Others,61.945,44.444,78.354,83.161,1,No,0,Not Willing,Relevant,4.731,10.725,Tier 2,Not Matched,Low,Not Required,0,No,0,Willing,Not Placed
21,Female,66.359,67.602,76.851,Mechanical,60.025,71.554,52.044,82.662,3,Yes,0,Not Willing,Relevant,6.298,3.167,Tier 1,Matched,Medium,Not Required,15,No,0,Not Willing,Not Placed
26,Male,77.145,54.984,73.022,Mechanical,52.288,71.87,75.242,82.63,1,No,2,Not Willing,Not Relevant,4.984,6.575,Tier 1,Matched,High,Not Required,15,No,3,Willing,Not Placed
25,Female,70.003,85.871,76.146,Mechanical,53.667,65.863,80.943,66.547,4,Yes,1,Not Willing,Relevant,2.921,10.357,Tier 1,Matched,High,Not Required,0,No,6,Not Willing,Not Placed
33,Male,68.263,61.186,70.359,Mechanical,59.176,63.279,56.304,67.165,4,No,0,Willing,Relevant,3.783,8.262,Tier 2,Not Matched,Medium,Required,0,No,3,Willing,Not Placed
25,Female,65.577,84.41,72.722,Computer Science,70.106,65.933,77.784,82.291,1,No,3,Not Willing,Relevant,6.145,5.82,Tier 1,Matched,Medium,Not Required,60,No,0,Willing,Placed
29,Male,61.405,75.403,62.514,Computer Science,75.361,71.14,54.84,82.084,1,No,0,Not Willing,Relevant,7.984,16.246,Tier 3,Matched,Medium,Not Required,0,No,0,Not Willing,Not Placed
32,Male,72.734,70.588,69.744,Others,64.355,53.392,71.029,86.825,3,No,3,Willing,Not Relevant,4.589,8.428,Tier 2,Matched,Low,Not Required,0,No,6,Willing,Placed
30,Female,76.315,71.697,79.679,Others,72.242,64.728,67.994,46.806,1,No,1,Willing,Relevant,7.294,11.739,Tier 2,Matched,Medium,Not Required,90,No,3,Willing,Not Placed
30,Male,68.593,62.747,84.08,Information Technology,79.582,86.602,78.425,80.66,2,Yes,0,Not Willing,Relevant,4.126,8.203,Tier 3,Matched,Medium,Not Required,30,No,0,Willing,Placed
33,Male,67.736,71.008,72.757,Information Technology,84.032,61.605,87.029,85.959,1,No,0,Not Willing,Relevant,7.471,3.664,Tier 1,Not Matched,Medium,Not Required,30,No,3,Willing,Placed
23,Male,74.954,66.663,79.517,Information Technology,64.587,76.443,79.276,74.437,1,No,1,Not Willing,Relevant,2.066,15.609,Tier 1,Matched,Low,Required,60,Yes,0,Willing,Not Placed
21,Female,60.498,75.162,75.458,Mechanical,44.523,53.098,65.887,78.593,6,No,2,Not Willing,Relevant,4.718,5.437,Tier 3,Not Matched,Medium,Required,30,Yes,0,Not Willing,Not Placed
34,Male,63.838,79.09,74.733,Computer Science,100.0,63.379,48.749,63.635,2,No,0,Willing,Not Relevant,10.167,8.006,Tier 2,Matched,Medium,Not Required,0,No,0,Willing,Placed
34,Female,62.114,64.602,74.041,Computer Science,92.568,49.396,74.736,55.885,5,Yes,3,Willing,Not Relevant,7.241,9.827,Tier 2,Not Matched,Low,Required,20,No,3,Willing,Placed
28,Male,79.035,67.459,80.149,Others,78.192,57.092,63.851,72.951,2,Yes,0,Willing,Relevant,3.886,7.012,Tier 2,Matched,Medium,Not Required,0,No,3,Willing,Placed
32,Female,76.47,90.323,92.666,Information Technology,50.688,54.996,57.865,79.461,1,No,2,Not Willing,Relevant,3.236,3.0,Tier 2,Not Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
25,Female,50.0,62.278,67.668,Computer Science,60.432,73.203,68.862,83.961,2,No,2,Not Willing,Not Relevant,5.479,7.799,Tier 2,Matched,High,Not Required,30,No,0,Willing,Not Placed
31,Male,65.637,72.766,77.3,Mechanical,82.295,53.613,67.273,68.216,3,No,4,Not Willing,Relevant,1.909,9.985,Tier 1,Matched,Medium,Not Required,15,No,3,Not Willing,Placed
25,Female,80.037,74.38,85.893,Computer Science,68.579,74.486,68.786,64.585,0,Yes,5,Not Willing,Relevant,6.832,7.29,Tier 3,Not Matched,High,Not Required,0,Yes,0,Willing,Placed
28,Female,70.003,72.849,67.435,Computer Science,84.224,66.372,56.055,75.758,1,Yes,1,Not Willing,Relevant,4.486,11.959,Tier 3,Matched,Low,Not Required,0,No,3,Not Willing,Not Placed
28,Female,70.003,60.157,66.987,Information Technology,77.276,55.257,70.689,87.327,0,No,1,Not Willing,Not Relevant,7.066,7.303,Tier 1,Matched,Low,Not Required,0,No,0,Willing,Not Placed
31,Male,77.184,82.738,56.396,Information Technology,54.275,40.0,45.894,72.119,0,Yes,1,Not Willing,Not Relevant,5.564,12.018,Tier 1,Matched,Low,Not Required,30,Yes,6,Willing,Not Placed
22,Female,73.52,70.092,69.341,Others,72.372,70.059,75.226,77.224,2,No,0,Not Willing,Not Relevant,5.184,8.942,Tier 1,Matched,Medium,Required,0,No,0,Not Willing,Not Placed
23,Female,62.687,75.782,66.046,Others,70.323,77.045,73.449,73.81,0,Yes,2,Not Willing,Relevant,4.849,7.48,Tier 2,Matched,High,Required,0,No,3,Not Willing,Placed
30,Male,62.565,67.512,63.872,Others,85.176,66.053,57.344,61.072,2,No,1,Not Willing,Relevant,7.633,6.796,Tier 1,Matched,Low,Not Required,30,No,0,Willing,Placed
30,Female,68.815,79.446,78.391,Mechanical,68.22,60.919,63.626,96.995,1,No,3,Willing,Relevant,6.39,14.779,Tier 2,Matched,Low,Required,60,No,0,Not Willing,Placed
21,Male,67.001,79.455,79.421,Computer Science,52.059,78.637,84.548,76.304,5,No,1,Not Willing,Relevant,4.707,10.655,Tier 3,Matched,Low,Required,0,No,12,Willing,Not Placed
23,Female,68.963,68.038,71.846,Others,68.306,75.791,59.409,50.694,2,No,2,Not Willing,Not Relevant,5.798,7.871,Tier 3,Matched,Low,Not Required,15,No,0,Willing,Not Placed
32,Male,86.129,70.7,87.138,Information Technology,78.433,61.302,73.557,64.458,0,Yes,0,Not Willing,Relevant,1.125,3.0,Tier 2,Matched,High,Not Required,0,Yes,12,Not Willing,Not Placed
24,Male,68.066,70.359,64.152,Mechanical,80.206,64.833,72.291,71.668,4,Yes,5,Not Willing,Relevant,4.877,12.428,Tier 2,Matched,Low,Required,0,No,6,Willing,Placed
31,Female,62.813,75.581,79.03,Electronics,74.578,57.332,69.087,59.596,3,No,3,Not Willing,Relevant,3.786,6.976,Tier 3,Not Matched,Medium,Not Required,0,No,3,Willing,Not Placed
27,Female,73.642,63.546,65.802,Information Technology,57.461,74.716,59.291,76.991,3,Yes,2,Not Willing,Not Relevant,6.197,8.249,Tier 1,Matched,Low,Not Required,0,No,0,Not Willing,Not Placed
29,Female,70.003,73.091,70.777,Computer Science,61.621,40.0,46.11,79.549,1,Yes,0,Not Willing,Relevant,3.965,13.557,Tier 3,Matched,Medium,Not Required,0,No,0,Willing,Not Placed
32,Male,78.789,68.272,78.358,Mechanical,69.891,57.058,70.131,69.889,1,No,4,Not Willing,Not Relevant,5.792,9.644,Tier 1,Not Matched,Low,Required,0,No,0,Willing,Not Placed
25,Male,66.956,79.088,74.736,Computer Science,83.206,61.732,72.144,66.067,5,No,0,Willing,Relevant,2.213,10.511,Tier 3,Matched,Low,Not Required,30,No,0,Willing,Not Placed
32,Male,73.967,69.398,76.696,Information Technology,62.456,61.73,86.914,83.677,2,Yes,2,Willing,Relevant,4.583,4.47,Tier 1,Matched,Medium,Not Required,0,No,12,Willing,Placed
21,Male,60.064,79.937,72.527,Mechanical,62.536,63.236,82.4,92.569,2,Yes,1,Willing,Not Relevant,3.839,9.807,Tier 2,Matched,Medium,Not Required,30,No,18,Not Willing,Not Placed
22,Female,74.924,80.07,78.592,Computer Science,56.125,59.954,61.211,82.731,0,No,3,Not Willing,Relevant,6.468,6.554,Tier 2,Matched,Low,Not Required,15,No,0,Willing,Not Placed
30,Male,65.777,78.784,70.171,Information Technology,56.889,53.84,68.581,53.407,0,No,2,Not Willing,Not Relevant,6.338,7.191,Tier 2,Matched,Medium,Not Required,0,No,6,Willing,Not Placed
22,Male,67.392,74.397,67.61,Information Technology,71.121,56.394,45.0,66.209,1,No,0,Not Willing,Not Relevant,4.593,8.594,Tier 2,Matched,High,Required,0,Yes,0,Willing,Not Placed
29,Female,72.771,69.046,73.493,Others,53.693,60.848,64.883,76.681,0,No,1,Not Willing,Relevant,5.985,13.404,Tier 3,Matched,Low,Not Required,15,No,3,Willing,Not Placed
30,Male,73.25,80.299,74.35,Computer Science,84.889,70.084,71.925,72.175,0,No,0,Willing,Relevant,1.486,4.268,Tier 2,Matched,Low,Not Required,15,No,0,Willing,Not Placed
27,Female,70.003,72.456,73.705,Information Technology,81.624,56.564,58.152,71.05,3,No,3,Not Willing,Not Relevant,5.934,9.885,Tier 2,Matched,High,Not Required,30,No,0,Willing,Not Placed
22,Female,65.453,60.327,73.778,Information Technology,49.223,66.423,69.818,64.65,3,No,1,Not Willing,Not Relevant,1.0,12.271,Tier 1,Matched,Medium,Required,0,No,18,Willing,Not Placed
21,Female,68.613,72.061,72.7,Mechanical,57.54,44.446,84.516,79.533,1,Yes,1,Willing,Relevant,8.02,9.475,Tier 2,Matched,Medium,Not Required,0,No,3,Not Willing,Not Placed
25,Female,81.329,78.515,68.878,Computer Science,74.015,67.292,53.443,57.075,1,Yes,2,Willing,Relevant,5.15,6.712,Tier 2,Matched,High,Not Required,30,No,0,Willing,Placed
32,Male,79.663,68.291,76.535,Information Technology,57.669,58.315,63.626,81.018,0,No,1,Not Willing,Not Relevant,5.59,3.723,Tier 2,Not Matched,Medium,Not Required,30,No,0,Willing,Not Placed
21,Female,60.835,80.267,80.553,Information Technology,72.404,49.821,70.337,70.229,1,Yes,1,Willing,Relevant,1.55,7.037,Tier 1,Not Matched,Low,Not Required,0,No,3,Willing,Not Placed
29,Female,81.707,77.119,67.643,Electronics,47.85,60.124,66.314,78.486,2,Yes,0,Not Willing,Relevant,3.088,3.933,Tier 2,Not Matched,Medium,Not Required,0,No,0,Willing,Not Placed
23,Male,64.094,67.201,87.009,Information Technology,73.67,85.175,71.522,81.243,2,Yes,1,Not Willing,Not Relevant,5.987,10.785,Tier 3,Not Matched,Low,Not Required,0,No,3,Willing,Not Placed
22,Male,72.617,66.157,74.772,Mechanical,58.685,44.625,53.622,77.824,1,No,2,Not Willing,Relevant,4.504,5.6,Tier 2,Not Matched,Medium,Required,15,No,0,Willing,Not Placed
34,Male,58.81,72.283,69.874,Others,61.397,72.83,65.72,75.858,0,No,0,Not Willing,Relevant,9.506,4.504,Tier 1,Matched,High,Not Required,0,No,3,Not Willing,Not Placed
33,Male,71.637,74.919,77.589,Information Technology,53.312,43.598,67.41,74.302,1,No,0,Not Willing,Relevant,1.0,3.94,Tier 3,Matched,High,Not Required,0,No,0,Willing,Not Placed
26,Female,71.971,81.339,71.235,Others,74.035,49.546,70.31,84.422,2,No,1,Not Willing,Not Relevant,4.765,7.947,Tier 1,Matched,Low,Not Required,15,No,0,Not Willing,Not Placed
23,Male,73.787,71.11,86.733,Computer Science,63.483,61.425,61.875,69.59,0,No,2,Not Willing,Relevant,4.643,11.187,Tier 1,Matched,Medium,Not Required,30,No,3,Willing,Placed
25,Male,60.726,74.422,73.191,Mechanical,78.551,74.334,66.837,59.667,1,No,0,Willing,Not Relevant,7.856,7.851,Tier 1,Not Matched,Medium,Not Required,60,No,0,Willing,Not Placed
30,Female,66.454,80.911,83.356,Information Technology,77.326,76.375,62.079,60.892,3,No,0,Not Willing,Not Relevant,5.387,7.049,Tier 2,Matched,Low,Required,15,Yes,6,Willing,Not Placed
34,Female,55.294,79.058,85.243,Others,63.453,51.223,77.821,66.498,1,Yes,1,Not Willing,Relevant,1.0,10.161,Tier 2,Matched,Low,Not Required,60,No,12,Not Willing,Not Placed
28,Female,79.442,80.644,73.346,Mechanical,44.881,66.628,72.574,76.51,1,No,0,Not Willing,Relevant,9.042,7.697,Tier 2,Matched,Low,Not Required,30,No,0,Willing,Not Placed
30,Male,73.054,71.388,71.987,Information Technology,67.964,54.772,64.537,68.764,1,No,1,Not Willing,Not Relevant,5.467,3.0,Tier 2,Matched,Low,Not Required,90,No,0,Not Willing,Not Placed
22,Male,80.435,72.061,62.525,Mechanical,80.243,65.892,80.518,71.177,1,Yes,0,Willing,Relevant,3.433,8.75,Tier 1,Matched,Low,Not Required,15,No,0,Not Willing,Not Placed
32,Female,71.362,83.404,71.489,Others,56.952,49.229,59.548,78.126,4,Yes,4,Not Willing,Not Relevant,7.323,11.797,Tier 2,Not Matched,Low,Not Required,15,Yes,0,Not Willing,Not Placed
33,Male,65.417,59.033,85.633,Mechanical,69.844,47.656,89.939,70.319,3,Yes,0,Not Willing,Relevant,7.712,6.685,Tier 1,Matched,High,Not Required,15,No,0,Not Willing,Not Placed
25,Male,70.003,80.035,76.526,Electronics,66.028,80.843,84.479,74.035,1,Yes,3,Willing,Relevant,6.618,9.522,Tier 1,Matched,Medium,Not Required,30,No,12,Willing,Placed
31,Male,61.117,64.57,69.192,Computer Science,62.028,66.707,73.084,83.493,0,No,0,Willing,Not Relevant,3.107,4.726,Tier 2,Matched,Medium,Not Required,30,Yes,3,Willing,Not Placed
28,Female,65.392,67.023,75.466,Others,60.329,66.162,66.668,72.05,0,No,2,Not Willing,Not Relevant,4.345,3.0,Tier 2,Not Matched,Medium,Not Required,15,No,0,Willing,Not Placed
21,Male,68.621,74.975,75.741,Computer Science,81.741,69.675,62.675,75.979,0,No,1,Not Willing,Relevant,6.452,9.043,Tier 2,Matched,Low,Required,30,No,0,Willing,Placed
30,Male,77.01,78.564,73.534,Mechanical,58.178,60.949,69.651,73.6,2,No,0,Not Willing,Relevant,3.964,3.0,Tier 1,Matched,Medium,Not Required,0,No,3,Willing,Not Placed
30,Female,66.157,77.094,72.322,Electronics,64.985,68.183,68.302,75.407,0,Yes,5,Not Willing,Relevant,1.0,6.533,Tier 2,Matched,Low,Not Required,0,No,0,Willing,Placed
34,Male,70.003,72.061,83.335,Others,56.554,46.573,82.207,66.476,0,Yes,2,Not Willing,Relevant,4.582,7.079,Tier 1,Matched,Low,Not Required,30,No,6,Willing,Not Placed
31,Female,69.658,75.47,75.146,Mechanical,63.698,56.032,49.085,67.665,2,No,2,Not Willing,Relevant,8.089,6.473,Tier 1,Matched,Medium,Not Required,60,No,0,Not Willing,Not Placed
33,Female,78.477,70.225,66.807,Mechanical,62.374,53.045,52.11,70.755,3,No,2,Not Willing,Not Relevant,4.731,5.292,Tier 1,Not Matched,Medium,Not Required,0,Yes,0,Not Willing,Not Placed
32,Male,73.432,72.69,81.597,Electronics,68.844,78.095,65.346,54.46,1,Yes,3,Willing,Not Relevant,4.705,5.894,Tier 3,Matched,Low,Not Required,90,No,0,Not Willing,Not Placed
